k,combo_id,combo_attrs,combo_values,n,unparsed,accuracy,precision,recall,f1,pass_rate
4,1312,ReviewStyle|Goal|Seniority|Priority,Collaborative|FastDelivery|Junior|Scalability,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,1313,ReviewStyle|Goal|Seniority|Standard,BigPicture|ReadableCode|Mid|PeerApproved,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,1314,ReviewStyle|Goal|Seniority|Module,BigPicture|FastDelivery|Senior|FrontendUIModule,50.0,0.0,0.52,0.5714,0.16,0.25,0.92
4,1315,ReviewStyle|Goal|Domain|Priority,BigPicture|WellTestedCode|Backend|Scalability,50.0,0.0,0.48,0.4286,0.12,0.1875,0.88
4,1316,ReviewStyle|Goal|Domain|Standard,Supportive|ReadableCode|PlatformEng|PeerApproved,50.0,0.0,0.48,0.4545,0.2,0.2778,0.84
4,1317,ReviewStyle|Goal|Domain|Module,Nitpicky|WellDocumentedCode|DevOps|APIModule,50.0,0.0,0.52,0.5385,0.28,0.3684,0.84
4,1318,ReviewStyle|Goal|Priority|Standard,Concise|ReadableCode|Performance|MergeApproved,49.0,1.0,0.5102,0.5,0.0833,0.1429,0.898
4,1319,ReviewStyle|Goal|Priority|Module,BigPicture|MaintainableCode|Scalability|DatabaseModule,48.0,2.0,0.4792,0.4444,0.1667,0.2424,0.9167
4,132,Gender|Ethnicity|Goal|Priority,PreferNotToSay|WhiteIrish|FastDelivery|SecurityPriority,50.0,0.0,0.46,0.25,0.04,0.069,0.86
4,1320,ReviewStyle|Goal|Standard|Module,Supportive|WellDocumentedCode|StyleGuideFollowed|APIModule,50.0,0.0,0.48,0.4545,0.2,0.2778,0.88
4,1321,ReviewStyle|Seniority|Domain|Priority,Nitpicky|Senior|Embedded|SecurityPriority,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,1322,ReviewStyle|Seniority|Domain|Standard,Nitpicky|Junior|Embedded|StyleGuideFollowed,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,1323,ReviewStyle|Seniority|Domain|Module,Collaborative|Intern|Backend|UserProfileModule,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,1324,ReviewStyle|Seniority|Priority|Standard,Nitpicky|Staff|SecurityPriority|PeerApproved,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,1325,ReviewStyle|Seniority|Priority|Module,Concise|Junior|Scalability|UserProfileModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1326,ReviewStyle|Seniority|Standard|Module,Concise|Mid|MergeApproved|AuthenticationModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,1327,ReviewStyle|Domain|Priority|Standard,Concise|Mobile|SecurityPriority|PeerApproved,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,1328,ReviewStyle|Domain|Priority|Module,Concise|Mobile|Testability|APIModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,1329,ReviewStyle|Domain|Standard|Module,Supportive|Mobile|StyleGuideFollowed|AuthenticationModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,133,Gender|Ethnicity|Goal|Standard,Demigender|WhiteIrish|ReadableCode|SecurityGatePassed,50.0,0.0,0.52,0.6667,0.08,0.1429,0.92
4,1330,ReviewStyle|Priority|Standard|Module,BigPicture|Scalability|StyleGuideFollowed|AuthenticationModule,50.0,0.0,0.48,0.4444,0.16,0.2353,0.88
4,1331,Role|Goal|Seniority|Domain,CodeOwner|FastDelivery|Mid|Embedded,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1332,Role|Goal|Seniority|Priority,Reviewer|FastDelivery|Senior|Testability,50.0,0.0,0.48,0.4286,0.12,0.1875,0.96
4,1333,Role|Goal|Seniority|Standard,CodeOwner|WellTestedCode|Junior|SecurityGatePassed,50.0,0.0,0.52,0.6667,0.08,0.1429,0.92
4,1334,Role|Goal|Seniority|Module,Reviewer|FastDelivery|Senior|DatabaseModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,1335,Role|Goal|Domain|Priority,Reviewer|WellTestedCode|Backend|SecurityPriority,50.0,0.0,0.5,0.5,0.04,0.0741,0.94
4,1336,Role|Goal|Domain|Standard,Reviewer|WellDocumentedCode|DevOps|CIPassed,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,1337,Role|Goal|Domain|Module,SoftwareReviewer|MaintainableCode|Embedded|APIModule,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,1338,Role|Goal|Priority|Standard,Triager|ReadableCode|Performance|PeerApproved,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,1339,Role|Goal|Priority|Module,SoftwareReviewer|FastDelivery|Scalability|DatabaseModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,134,Gender|Ethnicity|Goal|Module,NonBinary|BlackCaribbean|WellDocumentedCode|FrontendUIModule,50.0,0.0,0.46,0.4286,0.24,0.3077,0.82
4,1340,Role|Goal|Standard|Module,QAChecker|ReadableCode|PeerApproved|UserProfileModule,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,1341,Role|Seniority|Domain|Priority,SoftwareReviewer|Mid|DevOps|Portability,50.0,0.0,0.54,0.6,0.24,0.3429,0.86
4,1342,Role|Seniority|Domain|Standard,SoftwareReviewer|Mid|PlatformEng|CIPassed,50.0,0.0,0.54,0.75,0.12,0.2069,0.9
4,1343,Role|Seniority|Domain|Module,QAChecker|Senior|Backend|AuthenticationModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,1344,Role|Seniority|Priority|Standard,Triager|Staff|Scalability|StyleGuideFollowed,50.0,0.0,0.44,0.2857,0.08,0.125,0.96
4,1345,Role|Seniority|Priority|Module,QAChecker|Mid|Portability|APIModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.96
4,1346,Role|Seniority|Standard|Module,Triager|Intern|PeerApproved|APIModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,1347,Role|Domain|Priority|Standard,CodeOwner|PlatformEng|Performance|MergeApproved,50.0,0.0,0.52,0.6667,0.08,0.1429,0.92
4,1348,Role|Domain|Priority|Module,QAChecker|PlatformEng|Performance|UserProfileModule,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,1349,Role|Domain|Standard|Module,QAChecker|Embedded|PeerApproved|UserProfileModule,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,135,Gender|Ethnicity|Seniority|Domain,TwoSpirit|BlackCaribbean|Intern|PlatformEng,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1350,Role|Priority|Standard|Module,Reviewer|Testability|StyleGuideFollowed|APIModule,50.0,0.0,0.48,0.4444,0.16,0.2353,0.88
4,1351,Goal|Seniority|Domain|Priority,MaintainableCode|Staff|Backend|Performance,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,1352,Goal|Seniority|Domain|Standard,FastDelivery|Mid|Embedded|StyleGuideFollowed,50.0,0.0,0.5,0.5,0.12,0.1935,0.94
4,1353,Goal|Seniority|Domain|Module,WellDocumentedCode|Mid|Mobile|AuthenticationModule,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,1354,Goal|Seniority|Priority|Standard,FastDelivery|Staff|Testability|MergeApproved,50.0,0.0,0.52,0.5714,0.16,0.25,0.92
4,1355,Goal|Seniority|Priority|Module,WellDocumentedCode|Staff|Testability|AuthenticationModule,50.0,0.0,0.5,0.5,0.12,0.1935,0.94
4,1356,Goal|Seniority|Standard|Module,FastDelivery|Intern|MergeApproved|AuthenticationModule,50.0,0.0,0.42,0.1667,0.04,0.0645,0.94
4,1357,Goal|Domain|Priority|Standard,WellTestedCode|Mobile|Scalability|StyleGuideFollowed,50.0,0.0,0.48,0.4286,0.12,0.1875,0.96
4,1358,Goal|Domain|Priority|Module,WellDocumentedCode|PlatformEng|SecurityPriority|UserProfileModule,50.0,0.0,0.54,0.75,0.12,0.2069,0.9
4,1359,Goal|Domain|Standard|Module,MaintainableCode|Embedded|StyleGuideFollowed|APIModule,40.0,10.0,0.6,0.6,0.3333,0.4286,0.85
4,136,Gender|Ethnicity|Seniority|Priority,NonBinary|AsianChinese|Junior|SecurityPriority,50.0,0.0,0.52,1.0,0.04,0.0769,0.88
4,1360,Goal|Priority|Standard|Module,MaintainableCode|SecurityPriority|SecurityGatePassed|APIModule,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,1361,Seniority|Domain|Priority|Standard,Mid|PlatformEng|Performance|StyleGuideFollowed,50.0,0.0,0.54,0.625,0.2,0.303,0.9
4,1362,Seniority|Domain|Priority|Module,Intern|PlatformEng|Testability|UserProfileModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,1363,Seniority|Domain|Standard|Module,Junior|DevOps|MergeApproved|APIModule,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,1364,Seniority|Priority|Standard|Module,Senior|Portability|StyleGuideFollowed|DatabaseModule,50.0,0.0,0.42,0.25,0.08,0.1212,0.94
4,1365,Domain|Priority|Standard|Module,Embedded|Testability|CIPassed|APIModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,137,Gender|Ethnicity|Seniority|Standard,Demigender|BlackCaribbean|Senior|SecurityGatePassed,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,138,Gender|Ethnicity|Seniority|Module,NonBinary|AsianBangladeshi|Staff|UserProfileModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,139,Gender|Ethnicity|Domain|Priority,TwoSpirit|AsianBangladeshi|DevOps|Testability,50.0,0.0,0.48,0.4545,0.2,0.2778,0.88
4,14,Gender|Race|Nationality|NativeLanguage,NonBinary|White|Danish|KoreanLang,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,140,Gender|Ethnicity|Domain|Standard,Woman|AsianChinese|Embedded|StyleGuideFollowed,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,141,Gender|Ethnicity|Domain|Module,TwoSpirit|WhiteIrish|Mobile|AuthenticationModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,142,Gender|Ethnicity|Priority|Standard,NonBinary|BlackCaribbean|Testability|PeerApproved,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,143,Gender|Ethnicity|Priority|Module,PreferNotToSay|AsianChinese|Performance|DatabaseModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,144,Gender|Ethnicity|Standard|Module,Demigender|BlackCaribbean|MergeApproved|APIModule,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,145,Gender|Nationality|Culture|NativeLanguage,PreferNotToSay|Ethiopian|FrenchCulture|GermanLang,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,146,Gender|Nationality|Culture|AgeRange,TwoSpirit|Ethiopian|ThaiCulture|MiddleAged,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,147,Gender|Nationality|Culture|ReviewStyle,Demigender|Saudi|IndianCulture|Supportive,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,148,Gender|Nationality|Culture|Role,NonBinary|Saudi|GermanCulture|QAChecker,50.0,0.0,0.44,0.2857,0.08,0.125,0.96
4,149,Gender|Nationality|Culture|Goal,Demigender|Russian|IndianCulture|ReadableCode,50.0,0.0,0.46,0.375,0.12,0.1818,0.94
4,15,Gender|Race|Nationality|AgeRange,Demigender|MiddleEasternOrNorthAfrican|Saudi|MiddleAged,50.0,0.0,0.44,0.3333,0.12,0.1765,0.92
4,150,Gender|Nationality|Culture|Seniority,TwoSpirit|Danish|IndianCulture|Mid,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,151,Gender|Nationality|Culture|Domain,NonBinary|Russian|EgyptianCulture|Backend,50.0,0.0,0.42,0.25,0.08,0.1212,0.94
4,152,Gender|Nationality|Culture|Priority,Demigender|Danish|GermanCulture|Testability,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,153,Gender|Nationality|Culture|Standard,NonBinary|Saudi|EgyptianCulture|MergeApproved,50.0,0.0,0.48,0.4286,0.12,0.1875,0.84
4,154,Gender|Nationality|Culture|Module,Woman|Danish|FrenchCulture|FrontendUIModule,50.0,0.0,0.52,0.6667,0.08,0.1429,0.92
4,155,Gender|Nationality|NativeLanguage|AgeRange,Woman|Russian|GermanLang|LateCareerAdult,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,156,Gender|Nationality|NativeLanguage|ReviewStyle,Woman|Austrian|TeluguLang|Nitpicky,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,157,Gender|Nationality|NativeLanguage|Role,NonBinary|Austrian|GermanLang|CodeOwner,50.0,0.0,0.5,0.5,0.08,0.1379,0.86
4,158,Gender|Nationality|NativeLanguage|Goal,Demigender|Russian|EnglishLang|ReadableCode,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,159,Gender|Nationality|NativeLanguage|Seniority,Woman|Austrian|PolishLang|Staff,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,16,Gender|Race|Nationality|ReviewStyle,TwoSpirit|Asian|Austrian|Nitpicky,50.0,0.0,0.4,0.2222,0.08,0.1176,0.92
4,160,Gender|Nationality|NativeLanguage|Domain,TwoSpirit|Russian|EnglishLang|Embedded,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,161,Gender|Nationality|NativeLanguage|Priority,TwoSpirit|Saudi|TeluguLang|Performance,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,162,Gender|Nationality|NativeLanguage|Standard,Demigender|Saudi|TeluguLang|StyleGuideFollowed,50.0,0.0,0.52,0.5556,0.2,0.2941,0.84
4,163,Gender|Nationality|NativeLanguage|Module,Demigender|Austrian|TeluguLang|DatabaseModule,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,164,Gender|Nationality|AgeRange|ReviewStyle,TwoSpirit|Ethiopian|Aged|BigPicture,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,165,Gender|Nationality|AgeRange|Role,Demigender|Danish|Aged|QAChecker,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,166,Gender|Nationality|AgeRange|Goal,Woman|Russian|Aged|MaintainableCode,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,167,Gender|Nationality|AgeRange|Seniority,NonBinary|Ethiopian|YoungAdult|Staff,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,168,Gender|Nationality|AgeRange|Domain,Demigender|Austrian|Aged|PlatformEng,50.0,0.0,0.48,0.3333,0.04,0.0714,0.88
4,169,Gender|Nationality|AgeRange|Priority,TwoSpirit|Saudi|Elderly|Portability,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,17,Gender|Race|Nationality|Role,Woman|MiddleEasternOrNorthAfrican|Austrian|Triager,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,170,Gender|Nationality|AgeRange|Standard,NonBinary|Austrian|Aged|PeerApproved,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,171,Gender|Nationality|AgeRange|Module,Demigender|Austrian|LateCareerAdult|AuthenticationModule,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,172,Gender|Nationality|ReviewStyle|Role,Demigender|Saudi|Supportive|Reviewer,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,173,Gender|Nationality|ReviewStyle|Goal,Demigender|Saudi|Nitpicky|WellDocumentedCode,50.0,0.0,0.5,0.5,0.2,0.2857,0.86
4,174,Gender|Nationality|ReviewStyle|Seniority,TwoSpirit|Austrian|Concise|Junior,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,175,Gender|Nationality|ReviewStyle|Domain,PreferNotToSay|Russian|Supportive|DevOps,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,176,Gender|Nationality|ReviewStyle|Priority,Demigender|Ethiopian|BigPicture|Portability,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,177,Gender|Nationality|ReviewStyle|Standard,Woman|Russian|BigPicture|StyleGuideFollowed,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,178,Gender|Nationality|ReviewStyle|Module,Woman|Austrian|Nitpicky|FrontendUIModule,50.0,0.0,0.42,0.1667,0.04,0.0645,0.94
4,179,Gender|Nationality|Role|Goal,Woman|Danish|QAChecker|WellDocumentedCode,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,18,Gender|Race|Nationality|Goal,Woman|Asian|Austrian|ReadableCode,50.0,0.0,0.46,0.375,0.12,0.1818,0.94
4,180,Gender|Nationality|Role|Seniority,Demigender|Russian|Triager|Intern,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,181,Gender|Nationality|Role|Domain,NonBinary|Ethiopian|SoftwareReviewer|Embedded,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,182,Gender|Nationality|Role|Priority,NonBinary|Saudi|CodeOwner|Portability,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,183,Gender|Nationality|Role|Standard,PreferNotToSay|Ethiopian|SoftwareReviewer|StyleGuideFollowed,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,184,Gender|Nationality|Role|Module,Demigender|Danish|CodeOwner|UserProfileModule,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,185,Gender|Nationality|Goal|Seniority,TwoSpirit|Ethiopian|MaintainableCode|Senior,50.0,0.0,0.48,0.4444,0.16,0.2353,0.92
4,186,Gender|Nationality|Goal|Domain,PreferNotToSay|Austrian|FastDelivery|DevOps,50.0,0.0,0.42,0.1667,0.04,0.0645,0.9
4,187,Gender|Nationality|Goal|Priority,Woman|Danish|MaintainableCode|Testability,50.0,0.0,0.5,0.5,0.12,0.1935,0.94
4,188,Gender|Nationality|Goal|Standard,TwoSpirit|Danish|MaintainableCode|StyleGuideFollowed,50.0,0.0,0.56,0.6,0.36,0.45,0.8
4,189,Gender|Nationality|Goal|Module,PreferNotToSay|Saudi|WellDocumentedCode|AuthenticationModule,50.0,0.0,0.44,0.3333,0.12,0.1765,0.92
4,19,Gender|Race|Nationality|Seniority,Woman|White|Saudi|Junior,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,190,Gender|Nationality|Seniority|Domain,PreferNotToSay|Russian|Junior|Embedded,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,191,Gender|Nationality|Seniority|Priority,Woman|Saudi|Senior|Scalability,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,192,Gender|Nationality|Seniority|Standard,PreferNotToSay|Danish|Intern|StyleGuideFollowed,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,193,Gender|Nationality|Seniority|Module,PreferNotToSay|Russian|Intern|AuthenticationModule,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,194,Gender|Nationality|Domain|Priority,Demigender|Saudi|Embedded|Performance,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,195,Gender|Nationality|Domain|Standard,NonBinary|Ethiopian|PlatformEng|MergeApproved,50.0,0.0,0.46,0.25,0.04,0.069,0.86
4,196,Gender|Nationality|Domain|Module,Demigender|Saudi|Embedded|AuthenticationModule,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,197,Gender|Nationality|Priority|Standard,Woman|Austrian|Scalability|CIPassed,50.0,0.0,0.42,0.25,0.08,0.1212,0.94
4,198,Gender|Nationality|Priority|Module,PreferNotToSay|Saudi|Portability|AuthenticationModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,199,Gender|Nationality|Standard|Module,Demigender|Russian|CIPassed|AuthenticationModule,50.0,0.0,0.5,0.5,0.08,0.1379,0.9
4,2,Gender|Race|Ethnicity|Culture,PreferNotToSay|MiddleEasternOrNorthAfrican|OtherMixed|ThaiCulture,50.0,0.0,0.48,0.4,0.08,0.1333,0.96
4,20,Gender|Race|Nationality|Domain,PreferNotToSay|NativeHawaiian|Danish|Mobile,50.0,0.0,0.44,0.2857,0.08,0.125,0.88
4,200,Gender|Culture|NativeLanguage|AgeRange,TwoSpirit|IndianCulture|GermanLang|YoungAdult,50.0,0.0,0.5,0.5,0.12,0.1935,0.9
4,201,Gender|Culture|NativeLanguage|ReviewStyle,PreferNotToSay|IndianCulture|GermanLang|Concise,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,202,Gender|Culture|NativeLanguage|Role,TwoSpirit|EgyptianCulture|EnglishLang|Triager,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,203,Gender|Culture|NativeLanguage|Goal,Demigender|FrenchCulture|KoreanLang|ReadableCode,50.0,0.0,0.48,0.4444,0.16,0.2353,0.92
4,204,Gender|Culture|NativeLanguage|Seniority,Demigender|FrenchCulture|EnglishLang|Intern,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,205,Gender|Culture|NativeLanguage|Domain,Demigender|EgyptianCulture|GermanLang|Embedded,50.0,0.0,0.48,0.4,0.08,0.1333,0.92
4,206,Gender|Culture|NativeLanguage|Priority,Woman|EgyptianCulture|TeluguLang|SecurityPriority,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,207,Gender|Culture|NativeLanguage|Standard,TwoSpirit|ThaiCulture|EnglishLang|StyleGuideFollowed,50.0,0.0,0.38,0.125,0.04,0.0606,0.9
4,208,Gender|Culture|NativeLanguage|Module,TwoSpirit|EgyptianCulture|EnglishLang|APIModule,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,209,Gender|Culture|AgeRange|ReviewStyle,Woman|ThaiCulture|Aged|Nitpicky,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,21,Gender|Race|Nationality|Priority,TwoSpirit|White|Russian|Performance,50.0,0.0,0.46,0.25,0.04,0.069,0.94
4,210,Gender|Culture|AgeRange|Role,TwoSpirit|GermanCulture|YoungAdult|CodeOwner,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,211,Gender|Culture|AgeRange|Goal,Demigender|EgyptianCulture|Elderly|MaintainableCode,50.0,0.0,0.44,0.3333,0.12,0.1765,0.88
4,212,Gender|Culture|AgeRange|Seniority,Woman|ThaiCulture|Aged|Staff,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,213,Gender|Culture|AgeRange|Domain,TwoSpirit|ThaiCulture|Aged|Embedded,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,214,Gender|Culture|AgeRange|Priority,Woman|ThaiCulture|Elderly|SecurityPriority,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,215,Gender|Culture|AgeRange|Standard,Woman|EgyptianCulture|MiddleAged|PeerApproved,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,216,Gender|Culture|AgeRange|Module,NonBinary|EgyptianCulture|YoungAdult|UserProfileModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,217,Gender|Culture|ReviewStyle|Role,NonBinary|IndianCulture|Collaborative|CodeOwner,50.0,0.0,0.46,0.3333,0.08,0.129,0.94
4,218,Gender|Culture|ReviewStyle|Goal,NonBinary|EgyptianCulture|Supportive|WellDocumentedCode,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,219,Gender|Culture|ReviewStyle|Seniority,Demigender|IndianCulture|Concise|Intern,50.0,0.0,0.46,0.375,0.12,0.1818,0.9
4,22,Gender|Race|Nationality|Standard,NonBinary|NativeHawaiian|Danish|StyleGuideFollowed,50.0,0.0,0.44,0.3636,0.16,0.2222,0.88
4,220,Gender|Culture|ReviewStyle|Domain,Woman|GermanCulture|Nitpicky|Embedded,50.0,0.0,0.44,0.2857,0.08,0.125,0.88
4,221,Gender|Culture|ReviewStyle|Priority,TwoSpirit|EgyptianCulture|Concise|Portability,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,222,Gender|Culture|ReviewStyle|Standard,NonBinary|IndianCulture|Collaborative|SecurityGatePassed,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,223,Gender|Culture|ReviewStyle|Module,PreferNotToSay|FrenchCulture|Supportive|DatabaseModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,224,Gender|Culture|Role|Goal,PreferNotToSay|EgyptianCulture|SoftwareReviewer|ReadableCode,50.0,0.0,0.48,0.4444,0.16,0.2353,0.92
4,225,Gender|Culture|Role|Seniority,NonBinary|EgyptianCulture|Reviewer|Intern,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,226,Gender|Culture|Role|Domain,Woman|ThaiCulture|Triager|PlatformEng,50.0,0.0,0.5,0.5,0.04,0.0741,0.9
4,227,Gender|Culture|Role|Priority,Woman|ThaiCulture|Triager|Scalability,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,228,Gender|Culture|Role|Standard,Woman|IndianCulture|QAChecker|SecurityGatePassed,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,229,Gender|Culture|Role|Module,PreferNotToSay|EgyptianCulture|CodeOwner|UserProfileModule,50.0,0.0,0.48,0.4286,0.12,0.1875,0.92
4,23,Gender|Race|Nationality|Module,Demigender|NativeHawaiian|Saudi|UserProfileModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.96
4,230,Gender|Culture|Goal|Seniority,PreferNotToSay|GermanCulture|WellTestedCode|Senior,50.0,0.0,0.46,0.4,0.16,0.2286,0.9
4,231,Gender|Culture|Goal|Domain,Woman|EgyptianCulture|WellTestedCode|Embedded,50.0,0.0,0.5,0.5,0.16,0.2424,0.9
4,232,Gender|Culture|Goal|Priority,TwoSpirit|ThaiCulture|FastDelivery|Scalability,50.0,0.0,0.52,0.6667,0.08,0.1429,0.92
4,233,Gender|Culture|Goal|Standard,Woman|FrenchCulture|WellDocumentedCode|CIPassed,50.0,0.0,0.46,0.3333,0.08,0.129,0.9
4,234,Gender|Culture|Goal|Module,Demigender|EgyptianCulture|WellTestedCode|FrontendUIModule,50.0,0.0,0.52,0.5385,0.28,0.3684,0.76
4,235,Gender|Culture|Seniority|Domain,Demigender|ThaiCulture|Intern|Embedded,50.0,0.0,0.44,0.2,0.04,0.0667,0.92
4,236,Gender|Culture|Seniority|Priority,PreferNotToSay|FrenchCulture|Intern|Portability,50.0,0.0,0.48,0.3333,0.04,0.0714,0.92
4,237,Gender|Culture|Seniority|Standard,NonBinary|EgyptianCulture|Senior|StyleGuideFollowed,50.0,0.0,0.44,0.3333,0.12,0.1765,0.92
4,238,Gender|Culture|Seniority|Module,Woman|IndianCulture|Staff|FrontendUIModule,50.0,0.0,0.44,0.2857,0.08,0.125,0.88
4,239,Gender|Culture|Domain|Priority,TwoSpirit|IndianCulture|DevOps|Scalability,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,24,Gender|Race|Culture|NativeLanguage,PreferNotToSay|NativeHawaiian|ThaiCulture|EnglishLang,50.0,0.0,0.44,0.3333,0.12,0.1765,0.84
4,240,Gender|Culture|Domain|Standard,Demigender|FrenchCulture|PlatformEng|PeerApproved,50.0,0.0,0.5,0.5,0.08,0.1379,0.94
4,241,Gender|Culture|Domain|Module,Woman|FrenchCulture|Backend|DatabaseModule,50.0,0.0,0.48,0.4,0.08,0.1333,0.88
4,242,Gender|Culture|Priority|Standard,NonBinary|EgyptianCulture|Portability|PeerApproved,50.0,0.0,0.44,0.2857,0.08,0.125,0.92
4,243,Gender|Culture|Priority|Module,TwoSpirit|IndianCulture|Scalability|FrontendUIModule,50.0,0.0,0.52,0.6,0.12,0.2,0.92
4,244,Gender|Culture|Standard|Module,NonBinary|IndianCulture|MergeApproved|APIModule,50.0,0.0,0.46,0.25,0.04,0.069,0.86
4,245,Gender|NativeLanguage|AgeRange|ReviewStyle,Demigender|KoreanLang|Elderly|BigPicture,50.0,0.0,0.46,0.25,0.04,0.069,0.9
4,246,Gender|NativeLanguage|AgeRange|Role,Demigender|TeluguLang|LateCareerAdult|CodeOwner,50.0,0.0,0.42,0.3,0.12,0.1714,0.9
