snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
27,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
28,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,1,LABEL: 1
29,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,1,LABEL: 1
30,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,1,LABEL: 1
31,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,0,LABEL: 0
32,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
33,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,1,LABEL: 1
34,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,1,LABEL: 1
35,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
36,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,1,LABEL: 1
37,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,0,LABEL: 0
38,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
39,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
40,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,0,LABEL: 0
41,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
42,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,0,LABEL: 0
43,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,1,LABEL: 1
44,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
45,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
46,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,0,0,LABEL: 0
47,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
48,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
49,62,2,62,NativeLanguage|ReviewStyle,PolishLang|Concise,,,,,,PolishLang,,Concise,,,,,,,,1,1,LABEL: 1
0,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
1,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,0,LABEL: 0
2,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
3,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
4,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,0,LABEL: 0
5,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,0,LABEL: 0
6,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,0,LABEL: 0
7,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
8,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
9,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,0,LABEL: 0
10,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
11,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
12,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
13,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
14,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,0,LABEL: 0
15,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
16,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,0,LABEL: 0
17,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
18,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
19,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,0,LABEL: 0
20,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
21,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
22,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
23,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,0,LABEL: 0
24,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
25,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
26,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
27,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
28,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
29,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
30,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
31,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,0,LABEL: 0
32,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
33,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
34,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
35,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
36,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
37,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,0,LABEL: 0
38,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
39,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
40,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,0,LABEL: 0
41,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
42,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,0,LABEL: 0
43,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,1,LABEL: 1
44,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
45,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
46,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,0,0,LABEL: 0
47,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,0,LABEL: 0
48,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,1,LABEL: 1
49,63,2,63,NativeLanguage|Role,TeluguLang|Triager,,,,,,TeluguLang,,,Triager,,,,,,,1,0,LABEL: 0
0,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
1,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,0,LABEL: 0
2,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
3,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
4,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,0,LABEL: 0
5,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,0,LABEL: 0
6,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
7,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
8,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
9,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
10,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
11,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
12,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
13,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
14,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,0,LABEL: 0
15,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
16,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,0,LABEL: 0
17,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
18,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
19,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
20,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
21,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
22,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
23,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,0,LABEL: 0
24,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
25,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
26,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
27,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
28,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
29,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
30,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
31,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,0,LABEL: 0
32,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
33,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
34,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
35,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
36,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
37,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,0,LABEL: 0
38,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
39,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
40,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,0,LABEL: 0
41,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
42,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,0,LABEL: 0
43,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,1,LABEL: 1
44,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
45,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
46,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,0,0,LABEL: 0
47,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
48,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
49,64,2,64,NativeLanguage|Goal,GermanLang|WellTestedCode,,,,,,GermanLang,,,,WellTestedCode,,,,,,1,1,LABEL: 1
0,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
1,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,0,LABEL: 0
2,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
3,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
4,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,0,LABEL: 0
5,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,0,LABEL: 0
6,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,0,LABEL: 0
7,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
8,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
9,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
10,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
11,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
12,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
13,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
14,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,0,LABEL: 0
15,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
16,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,0,LABEL: 0
17,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
18,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
19,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,0,LABEL: 0
20,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
21,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
22,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
23,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,0,LABEL: 0
24,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
25,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
26,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
27,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
28,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
29,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
30,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
31,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,0,LABEL: 0
32,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
33,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
34,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
35,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
36,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
37,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,0,LABEL: 0
38,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
39,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
40,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,0,LABEL: 0
41,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
42,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,0,LABEL: 0
43,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,1,LABEL: 1
44,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
45,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
46,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,0,0,LABEL: 0
47,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,0,LABEL: 0
48,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,1,LABEL: 1
49,65,2,65,NativeLanguage|Seniority,TeluguLang|Junior,,,,,,TeluguLang,,,,,Junior,,,,,1,0,LABEL: 0
0,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
1,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,0,LABEL: 0
2,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
3,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
4,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,0,LABEL: 0
5,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,0,LABEL: 0
6,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
7,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
8,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
9,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
10,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
11,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
12,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
13,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
14,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,0,LABEL: 0
15,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
16,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,0,LABEL: 0
17,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
18,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
19,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,0,LABEL: 0
20,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
21,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,1,LABEL: 1
22,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
23,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,0,0,LABEL: 0
24,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
25,66,2,66,NativeLanguage|Domain,EnglishLang|PlatformEng,,,,,,EnglishLang,,,,,,PlatformEng,,,,1,1,LABEL: 1
