k,combo_id,combo_attrs,combo_values,n,unparsed,accuracy,precision,recall,f1,pass_rate
3,59,Gender|AgeRange|Seniority,Demigender|LateCareerAdult|Mid,50.0,0.0,0.54,0.5217,0.96,0.6761,0.9
3,6,Gender|Race|ReviewStyle,Demigender|Asian|BigPicture,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,60,Gender|AgeRange|Domain,TwoSpirit|Elderly|Mobile,50.0,0.0,0.54,0.5263,0.8,0.6349,0.86
3,61,Gender|AgeRange|Priority,Demigender|MiddleAged|SecurityPriority,50.0,0.0,0.5,0.5,0.72,0.5902,0.9
3,62,Gender|AgeRange|Standard,PreferNotToSay|LateCareerAdult|MergeApproved,50.0,0.0,0.54,0.5227,0.92,0.6667,0.9
3,63,Gender|AgeRange|Module,Woman|Aged|DatabaseModule,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,64,Gender|ReviewStyle|Role,Demigender|Concise|Triager,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,65,Gender|ReviewStyle|Goal,PreferNotToSay|Supportive|WellTestedCode,50.0,0.0,0.5,0.5,0.68,0.5763,0.82
3,66,Gender|ReviewStyle|Seniority,TwoSpirit|BigPicture|Junior,50.0,0.0,0.5,0.5,0.8,0.6154,0.94
3,67,Gender|ReviewStyle|Domain,PreferNotToSay|BigPicture|DevOps,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,68,Gender|ReviewStyle|Priority,Woman|Concise|Portability,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,69,Gender|ReviewStyle|Standard,Woman|Collaborative|CIPassed,50.0,0.0,0.52,0.5135,0.76,0.6129,0.88
3,7,Gender|Race|Role,Woman|Asian|Reviewer,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,70,Gender|ReviewStyle|Module,Demigender|Collaborative|FrontendUIModule,50.0,0.0,0.58,0.5526,0.84,0.6667,0.86
3,71,Gender|Role|Goal,PreferNotToSay|SoftwareReviewer|FastDelivery,50.0,0.0,0.48,0.4848,0.64,0.5517,0.84
3,72,Gender|Role|Seniority,NonBinary|SoftwareReviewer|Senior,50.0,0.0,0.56,0.5385,0.84,0.6562,0.88
3,73,Gender|Role|Domain,TwoSpirit|CodeOwner|PlatformEng,50.0,0.0,0.56,0.5405,0.8,0.6452,0.92
3,74,Gender|Role|Priority,Woman|Triager|Portability,50.0,0.0,0.46,0.4667,0.56,0.5091,0.78
3,75,Gender|Role|Standard,PreferNotToSay|Triager|SecurityGatePassed,50.0,0.0,0.54,0.5556,0.4,0.4651,0.54
3,76,Gender|Role|Module,Woman|QAChecker|DatabaseModule,50.0,0.0,0.54,0.5238,0.88,0.6567,0.94
3,77,Gender|Goal|Seniority,Woman|WellDocumentedCode|Staff,50.0,0.0,0.54,0.5217,0.96,0.6761,0.9
3,78,Gender|Goal|Domain,PreferNotToSay|MaintainableCode|Backend,50.0,0.0,0.58,0.5455,0.96,0.6957,0.9
3,79,Gender|Goal|Priority,NonBinary|MaintainableCode|Performance,50.0,0.0,0.56,0.5366,0.88,0.6667,0.84
3,8,Gender|Race|Goal,PreferNotToSay|NativeHawaiian|FastDelivery,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,80,Gender|Goal|Standard,TwoSpirit|FastDelivery|SecurityGatePassed,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,81,Gender|Goal|Module,NonBinary|WellDocumentedCode|APIModule,50.0,0.0,0.56,0.5333,0.96,0.6857,0.92
3,82,Gender|Seniority|Domain,TwoSpirit|Senior|DevOps,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,83,Gender|Seniority|Priority,Woman|Mid|Portability,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,84,Gender|Seniority|Standard,PreferNotToSay|Intern|SecurityGatePassed,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,85,Gender|Seniority|Module,PreferNotToSay|Junior|UserProfileModule,50.0,0.0,0.58,0.5526,0.84,0.6667,0.9
3,86,Gender|Domain|Priority,Demigender|PlatformEng|Performance,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,87,Gender|Domain|Standard,Demigender|Mobile|CIPassed,50.0,0.0,0.52,0.5128,0.8,0.625,0.88
3,88,Gender|Domain|Module,Demigender|Backend|UserProfileModule,50.0,0.0,0.5,0.5,0.8,0.6154,0.98
3,89,Gender|Priority|Standard,NonBinary|SecurityPriority|PeerApproved,50.0,0.0,0.48,0.4828,0.56,0.5185,0.76
3,9,Gender|Race|Seniority,PreferNotToSay|NativeHawaiian|Junior,50.0,0.0,0.52,0.5122,0.84,0.6364,0.96
3,90,Gender|Priority|Module,PreferNotToSay|SecurityPriority|AuthenticationModule,50.0,0.0,0.52,0.6,0.12,0.2,0.28
3,91,Gender|Standard|Module,NonBinary|MergeApproved|DatabaseModule,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,92,Race|Ethnicity|Nationality,NativeHawaiian|OtherMixed|Saudi,50.0,0.0,0.5,0.5,0.84,0.6269,0.98
3,93,Race|Ethnicity|Culture,White|BlackCaribbean|ThaiCulture,50.0,0.0,0.54,0.525,0.84,0.6462,0.9
3,94,Race|Ethnicity|NativeLanguage,NativeHawaiian|BlackCaribbean|KoreanLang,50.0,0.0,0.54,0.5238,0.88,0.6567,0.9
3,95,Race|Ethnicity|AgeRange,Latino|BlackCaribbean|YoungAdult,50.0,0.0,0.54,0.5227,0.92,0.6667,0.9
3,96,Race|Ethnicity|ReviewStyle,Asian|AsianBangladeshi|Concise,50.0,0.0,0.52,0.5135,0.76,0.6129,0.92
3,97,Race|Ethnicity|Role,White|AsianChinese|Reviewer,50.0,0.0,0.48,0.4857,0.68,0.5667,0.88
3,98,Race|Ethnicity|Goal,MiddleEasternOrNorthAfrican|OtherMixed|MaintainableCode,50.0,0.0,0.54,0.5238,0.88,0.6567,0.82
3,99,Race|Ethnicity|Seniority,Latino|BlackCaribbean|Intern,50.0,0.0,0.5,0.5,0.88,0.6377,0.94
